steps	episodes	elapsed	mean	median	stdev	max	min	average_q1	average_q2	average_q_func1_loss	average_q_func2_loss	n_updates	average_entropy	temperature
50663	106	1836.9986972808838	706.4139170336608	862.4305442105506	306.1500409494778	935.7183233023222	-6.201829230689578	44.095203	44.026203	0.5845226374268532	0.5729161539673805	48164	-7.8635445	0.017862707376480103
100914	166	3805.8001923561096	909.3944753596928	927.0583542217494	82.48105691302199	946.6381572631859	445.2142005989589	61.02947	61.019176	0.39181492730975154	0.3943478724360466	98415	-8.155944	0.01857583038508892
150270	221	5715.420228719711	583.8972620363288	907.2924538686285	431.8209138524532	975.3748457601457	-24.9634596475575	68.649086	68.55699	0.30708239883184435	0.3309412014484405	147771	-8.008852	0.01684122160077095
200107	276	7624.443561077118	718.8089509719202	934.251647796397	363.6269736180496	984.8524290678881	7.696108889442291	71.04386	70.947556	0.2544629366695881	0.2662247087061405	197608	-7.911361	0.015667831525206566
250411	333	9604.917616605759	756.2697940117188	953.8652777242359	343.3178116121437	1085.8354528050468	20.964204810841164	73.99117	73.94695	0.28698548510670663	0.27996522694826126	247912	-7.866811	0.013331577181816101
300997	388	11501.933364391327	1100.3352883139182	1170.1254575377206	549.7646273912958	2005.053104312957	48.54626125928956	84.5355	84.57561	0.6095922684669495	0.6170494154095649	298498	-7.8826566	0.0194366667419672
350075	448	13431.836389303207	1995.127807146779	2257.823121976672	622.3138443437211	2519.510827205547	19.61449937513299	117.952896	117.984085	1.2716914355754851	1.2801702773571015	347576	-7.834165	0.027052907273173332
400149	503	15365.987669944763	1761.6462731642428	1679.3903015871274	944.636338370345	3159.134868105879	80.22187085727445	149.71634	149.70688	2.2671070885658264	2.3654052817821505	397650	-7.9509697	0.03569292649626732
450115	562	17257.4044880867	2529.8300430507506	3206.306269742241	1124.2721717983577	3661.240652539699	9.617145136427093	176.29999	176.1612	3.5219505894184113	3.7147979414463044	447616	-7.9192147	0.0404624342918396
500154	621	19188.347929239273	3430.2581336354074	3647.526285448351	741.5477600888776	3924.757429897218	168.8790409115264	198.11937	198.18846	3.931196701526642	3.8731434893608094	497655	-7.8995285	0.044508468359708786
550368	677	21157.33940076828	2873.1058436914527	3612.1334208852004	1319.6604532556125	4088.996641637512	3.4218621499139603	219.14297	219.48943	4.850799758434295	4.671933124065399	547869	-8.079021	0.050643905997276306
600008	728	22988.354174375534	3925.562439094759	4256.560669006394	895.7996424625949	4575.33576989066	554.5442312694357	246.00728	246.12202	5.977862668037415	6.009145593643188	597509	-7.9256234	0.052135586738586426
650870	783	24892.68789100647	4245.424949971298	4538.826773521101	853.3615377474717	4774.1948469609	195.3931057120177	263.68665	263.63174	5.622564857006073	5.547516076564789	648371	-8.046207	0.05739085376262665
700021	833	26738.346554517746	4707.93287125643	4863.417772660647	653.111110776861	5038.859027736614	782.5643553569478	282.91898	283.0718	7.283662333488464	7.356942648887634	697522	-8.131384	0.05814628303050995
750950	886	28569.80498933792	4641.002061184751	4976.1088155672605	1047.3408064747102	5287.700809901056	661.3101320961451	306.46164	306.29694	7.300723059177399	7.055519940853119	748451	-7.938474	0.06122678890824318
800378	938	30480.7343044281	4728.03304468825	5067.876250232848	1144.923040645293	5367.791457229203	68.49618142877705	317.5285	317.49783	7.954530327320099	8.369189538955688	797879	-8.12194	0.06065361201763153
850971	991	32420.94099879265	4807.85754581304	5082.761956682856	1017.0925520400689	5341.835382373373	294.3213134320712	329.0966	329.3015	7.369741282463074	7.425816564559937	848472	-7.882744	0.06259367614984512
900791	1042	34338.16818213463	5276.909188195604	5349.568084705628	537.793949800557	5609.665347556429	637.5698630100645	343.0328	342.74988	7.380967795848846	7.476814284324646	898292	-8.105426	0.06330692023038864
950735	1094	36304.36959838867	5180.110896082204	5348.0461646105605	767.8586694126716	5540.671023556376	836.2766993022668	353.76062	353.80362	8.34841073036194	7.537171235084534	948236	-8.238404	0.0620894692838192
1000000	1146	38250.07260751724	5228.630285751954	5437.470757389169	894.0458680455924	5697.066030787952	216.11384211426133	358.36246	358.5396	8.883138484954834	8.842778010368347	997501	-7.9700704	0.06319157779216766
