steps	episodes	elapsed	mean	median	stdev	max	min	average_value	average_entropy	average_value_loss	average_policy_loss	n_updates	explained_variance
50000	50	77.99895977973938	-405.6540348723608	-396.44842204359804	51.2648724754987	-261.1959704011681	-588.9405658542267	-46.144016	7.5567393	33.80769632339477	-0.01832899369299412	1920	0.013051141840746072
100000	100	188.01237154006958	-84.82676318003391	-73.29478916984763	60.3169264722225	12.749329252126508	-330.3984935679842	-44.78817	6.5274863	40.28943811416626	-0.02421753127593547	3840	-0.04937115080239329
150000	150	300.427127122879	345.5688150150967	353.20630712089974	53.426015290950126	444.33803858070553	113.29059118816649	46.310642	5.3790207	56.832513580322264	-0.02076062381733209	5840	0.4878491319223992
200000	200	413.9652826786041	608.1174209480216	615.7730618053893	68.51510452727315	724.7582708248848	375.1573270084753	95.593796	4.423089	31.648065433502197	-0.021020079315640032	7760	0.2599636852861812
250000	250	528.7109866142273	840.5686107133463	847.0922865049081	53.85702291872196	970.8425756637157	658.9023063976044	136.59225	3.6010747	36.65038248062134	-0.02345042892731726	9760	0.5820157400033044
300000	300	640.9656162261963	939.200038081298	951.7011937583188	57.34961936034272	1049.592592147271	731.3687166760661	171.95367	2.8609238	24.577535285949708	-0.021768376901745795	11680	0.6330509152208903
350000	350	756.5455477237701	1075.0923189727355	1077.358469642179	44.66636143050478	1169.2610342908408	951.7300797387297	202.093	2.0188334	16.59483955383301	-0.026150723507162184	13600	0.38410644630386503
400000	400	873.4139258861542	1150.387127034442	1164.3106528865148	65.10622979553472	1243.0465506953726	835.3496253739673	228.36287	1.4138465	16.248373041152956	-0.023071898040361704	15600	0.7001699242534329
450000	450	984.4073271751404	1239.3655405708794	1246.6376561447048	48.577046268882754	1320.6842025698586	1020.8542545629897	250.94057	0.6995611	10.450948982238769	-0.022411576495505868	17520	0.5303571881533394
500000	500	1096.0749595165253	1255.8955064596098	1282.457647060865	84.59343698877537	1373.2267181589648	966.387889541604	256.9385	0.101569474	35.87593784332275	-0.019068579971790314	19520	0.8840693768002159
550000	550	1211.1013777256012	1328.3867098600558	1343.8541027140889	62.409915450692345	1418.318509527723	1073.1898738727086	274.83102	-0.3061757	22.074860410690306	-0.021502581974491477	21440	0.8383183909273806
600000	600	1326.2425332069397	1201.336605023987	1349.1497526851238	328.3141640322756	1452.2460027407362	-288.5238575440613	279.6593	-0.68037635	101.74240863800048	-0.01878003573976457	23360	0.9062114743473353
650000	650	1445.114282131195	1356.765607880291	1389.1353427128392	111.24137771391199	1485.7404163121334	725.0298576040152	285.57556	-0.9586531	11.65911106109619	-0.023423617044463753	25360	0.7573234853174531
700000	700	1561.1279678344727	1451.5883765093645	1447.870824517145	33.94978107962478	1533.4752798350098	1371.0021725815411	296.0345	-1.5208428	12.46708016395569	-0.022846678090281784	27280	0.6949181785542257
750000	750	1676.6391587257385	1487.4404084248656	1488.1011489248508	28.8703075123991	1543.8510746324873	1390.9305323589297	303.14822	-1.8123009	9.044284071922302	-0.01751475765835494	29280	0.6488615314745749
800000	800	1792.4078104496002	1475.9941885687997	1499.2638143577558	183.86323564020452	1583.9997601037476	-296.8913223598215	306.35638	-2.1849198	8.202104954719543	-0.019626354654319583	31200	0.5935111862226774
850000	850	1903.576530456543	1494.236342934863	1531.316347406264	258.9579976206138	1611.2856715316332	-299.4065559438603	311.08316	-2.5055985	8.74270983695984	-0.020450344607234	33200	0.6040169013969527
900000	900	2018.1863765716553	1554.7823323538682	1555.1671597887748	27.25239363788857	1606.6685606765334	1478.9685300118424	317.05768	-2.7459805	9.817795996665955	-0.01581870357040316	35120	0.6153038512553529
950000	950	2130.2944638729095	1529.083841739392	1569.2299558004368	264.1072459070499	1629.0325395442196	-280.56394436721	317.95563	-3.0996995	8.951028819084167	-0.018095529680140318	37040	0.6845947315141122
1000000	1000	2245.94766664505	1589.5508653144425	1592.8149346371456	25.479974305373137	1647.2134335653277	1516.6871809701877	324.00354	-3.4552076	12.738714747428894	-0.014510061470791697	39040	0.5292473142673786
