steps	episodes	elapsed	mean	median	stdev	max	min	average_value	average_entropy	average_value_loss	average_policy_loss	n_updates	explained_variance
50076	425	98.34972548484802	-148.04235605956472	-76.09493646947453	321.22068381873527	-11.092652389663726	-2012.209484763722	-47.802013	9.81441	1655.1698071289063	-0.029926926903426646	1920	0.06770849251866817
100814	932	195.6685438156128	-107.40225429410489	-49.03168299797069	243.20063160258323	-2.6771575596268558	-1442.4100093225281	-70.69377	8.711933	745.3163439941407	-0.029187395190820097	3920	0.3082598160636677
150021	1443	292.07728123664856	-77.99616023205475	-23.09916306799034	215.33726953259998	7.138626131602418	-1029.9380842554724	-44.42563	7.7436943	325.50360153198244	-0.034375908796209845	5840	0.7721524055808758
200022	2029	389.70194911956787	-38.816839554509464	-12.613704394664744	105.09226668989965	29.751615628991452	-624.9544689163923	-18.386559	6.6752095	230.92675903320313	-0.03420128109399229	7760	0.300076782729365
250006	2841	488.2930545806885	-21.492633202401684	-7.727337477142997	74.52342765522639	45.835931588616226	-477.62352797877446	-14.111671	5.876201	156.26967018127442	-0.037241868083365263	9760	0.25255593377358276
300012	3542	588.4753215312958	5.355458460981099	3.381440146455789	21.644415249849413	58.79179006219684	-78.90980839979554	-20.39088	4.8456826	69.21684860229492	-0.03591476293280721	11680	0.8516658872655173
350070	3954	699.645295381546	57.45320656029199	32.756102168196236	65.43959928925541	263.69983063578707	-22.370721266353236	15.150669	3.879162	108.56743324279785	-0.03753821379505098	13600	0.4541996709764523
400451	4162	821.007895231247	110.17083757374613	71.22791417353406	111.11540371016972	603.6400168286976	-11.120684648781495	24.2838	3.2188754	221.20792861938477	-0.037530301054939624	15600	0.5913527807198546
450796	4286	958.8787031173706	279.9782559121831	227.35692964116495	226.67369384245498	811.661604061157	-0.054653074402524315	74.2828	2.4835746	281.39506469726564	-0.033973448262549936	17600	0.3112139800052329
500950	4369	1105.7917702198029	377.463103442395	325.22242378781687	280.3774077366867	980.891628494226	0.0806486566099156	105.719826	1.909477	151.78759796142577	-0.03268807231448591	19520	0.3045398154238772
550094	4459	1271.7859075069427	608.8714328439289	652.8719127769366	320.7377794245904	1064.9891971278087	10.690986128778853	139.99944	1.4911811	370.1641605758667	-0.03617816341575235	21440	0.1827294301823984
600083	4540	1444.6360590457916	810.9380964574295	989.9101350628649	363.15648401612117	1261.7414634858344	54.63297969403394	145.79692	1.0828549	198.91246520996094	-0.032284199027344584	23440	0.7636909047289645
650537	4614	1611.133959531784	759.2052072063306	842.8805200515018	394.4311145768188	1283.9203891998302	12.011238822361173	134.16104	0.5664058	251.51049545288086	-0.031387121016159654	25360	0.7674373617583445
700826	4680	1778.6164124011993	941.1929378383771	1141.24874036651	473.89612036438757	1589.7715858394179	16.792575671529917	219.26445	0.08576148	606.0771469116211	-0.0314584372844547	27360	0.19333049567709415
750015	4750	1939.9541280269623	883.8623171279385	852.9741148104406	494.4221707744361	1627.0803462221716	23.653129387900613	239.99666	-0.29486278	447.57849189758304	-0.030214849920012058	29280	0.655410379586973
800697	4824	2113.6043663024902	1153.0604093274258	1243.0547890330613	504.1611122133416	1837.2103142666103	33.10391344263276	259.59424	-0.48377314	277.8275863647461	-0.032738450663164255	31200	0.9389824510078748
850433	4891	2288.4674863815308	1213.3435251068881	1513.275361722383	604.8635723125666	1999.6495556312357	23.07993734324485	281.88586	-0.70953256	672.1456846618653	-0.03200779253616929	33200	0.6310113556540647
900123	4951	2469.8418316841125	1581.74687138345	1848.5056261220957	527.4145670824072	2062.762793208715	70.98050387214637	308.87363	-1.0076916	311.2920196533203	-0.03938539263326675	35120	0.8619057019885564
950741	5019	2632.315244913101	1390.763779966096	1731.598245255133	761.6855472756134	2240.7953726653873	15.872066415612064	330.5485	-1.3271605	636.0875679016114	-0.031490601112600415	37120	0.15238215736989624
1000000	5082	2801.699935913086	1579.367183371091	1906.647409077083	730.564042164822	2472.6214260362963	-0.09824736527572653	351.70547	-1.7508595	428.9370658874512	-0.031762704574503	39040	-0.3197444258964639
