steps	episodes	elapsed	mean	median	stdev	max	min	average_value	average_entropy	average_value_loss	average_policy_loss	n_updates	explained_variance
50000	50	117.06213426589966	-420.96413147429985	-417.05465758150604	64.37090125323685	-234.3672070679195	-569.8965923888084	-45.546246	7.6185107	44.05303295135498	-0.017440134971402586	1920	0.026074891978381087
100000	100	231.43409371376038	-186.19480393113747	-177.57490835694404	51.68422479934599	-96.83489144785655	-370.0791675125506	-53.7741	6.6832952	22.482891235351563	-0.023605777407065032	3840	0.02684775541268225
150000	150	347.0430371761322	209.6001990822294	223.7624456969966	99.44279257062394	311.3630456179593	-632.4111559703505	23.100231	5.636694	29.65282346725464	-0.02275154689559713	5840	0.4824455815399613
200000	200	459.9325821399689	546.0526257545943	547.8103355555343	56.946199275391045	675.1511141657822	401.8451571521604	83.93758	4.628707	44.54004331588745	-0.026518717333674433	7760	0.45421379858524014
250000	250	573.6948952674866	776.2788740068366	783.0737950990314	45.419806159341846	854.8275467267289	605.9612074663006	126.62448	3.7904727	45.58139125823975	-0.02609008171595633	9760	0.4802389348636975
300000	300	690.709634065628	943.1721104318731	946.6184830638645	39.32534437304587	1052.9589127770778	827.5225343598299	166.1642	2.8926227	27.903132762908935	-0.024847132079303266	11680	0.539077506055496
350000	350	805.8481175899506	1052.7101540422714	1053.507486458548	42.14691529267192	1168.7141475631606	893.4496950657921	196.39734	2.1749513	20.34327286720276	-0.02748545190319419	13600	0.6337542430845595
400000	400	919.1059992313385	1151.8446337288945	1153.6255991235134	32.70259984744556	1217.2513328636098	1082.850325504528	222.88303	1.4616567	18.504472417831423	-0.027394500160589814	15600	0.7168864436590915
450000	450	1035.9441394805908	1229.5236028279467	1228.9406892217341	37.772552175785655	1354.3379624280649	1145.5497691881797	245.00865	0.7951705	20.747349042892456	-0.026128130161669105	17520	0.7743732639664329
500000	500	1153.7310309410095	1298.0282552731162	1297.5123471694005	29.393386779045624	1367.2446870468798	1231.5338165034696	261.11307	0.22008827	13.70753116607666	-0.021196475173346697	19520	0.4537496911472434
550000	550	1265.6972765922546	1381.18548721072	1383.365773827869	37.03075745417262	1448.772147919269	1258.533303979987	278.75305	-0.34529132	27.125687136650086	-0.01788725796621293	21440	0.7027870705902
600000	600	1381.0963776111603	1438.3791945512114	1442.2247192974846	38.49649198006678	1508.2788129436285	1263.9426540605468	293.26312	-0.79240835	13.474755029678345	-0.021723368861712514	23360	0.6059749165822885
650000	650	1494.3313105106354	1409.7328783106748	1492.4485641966758	388.0726189632165	1591.4701806716823	-473.8777673886592	303.18317	-1.386231	15.23544002532959	-0.024203072297386826	25360	0.5523988664634074
700000	700	1607.828699350357	1523.0377177263254	1532.1335273790196	97.77374780693513	1634.603907252757	634.3831066333663	310.90964	-1.8657991	14.78453338623047	-0.02412592079490423	27280	0.727388516873013
750000	750	1722.350344657898	1558.0614202942459	1574.6989781397615	205.60874757880813	1659.2438237923066	-449.5094782495276	319.05063	-2.2411587	15.6988831615448	-0.022685749158263206	29280	0.574520540382063
800000	800	1838.1153357028961	1563.7932517537429	1605.6576830547367	281.6869925315557	1685.7031785135637	-389.97973687104263	326.34564	-2.5888638	16.48635655403137	-0.019988060798496007	31200	0.5992846945339756
850000	850	1958.8630456924438	1637.9361995097738	1638.4825920685691	29.739487362389585	1728.4554316852016	1563.7379873570776	331.13947	-3.0539198	17.05666808128357	-0.01924263348802924	33200	0.5238810835605124
900000	900	2073.856303215027	1639.3396264499447	1636.850630692169	31.382562468122796	1751.8531265125912	1551.8421711256474	335.87662	-3.245397	12.401858768463136	-0.021672733849845825	35120	0.6990663043757213
950000	950	2188.497617006302	1665.816158466942	1662.7848562914783	33.48121795080087	1757.9555549329593	1585.093427725632	339.42743	-3.4706383	13.80774172782898	-0.010865122936666012	37040	0.7176042917632373
1000000	1000	2304.516628742218	1681.0939250825818	1675.4857665083105	32.29649399022883	1787.3945183810058	1620.56874391219	342.46082	-3.8034527	13.490741682052612	-0.01893382128328085	39040	0.6056873257995168
